Unnamed: 0;GSDB_NO;B_P_RATIO;PRESSURE_RATIO;RATED_THRUST_KN_;HC_EI_T_O_G_KG_;HC_EI_C_O_G_KG_;HC_EI_APP_G_KG_;HC_EI_IDLE_G_KG_;HC_NUMBER_TEST;HC_NUMBER_ENG;HC_DP_FOO_AVG_G_KN_;HC_DP_FOO_SIGMA_G_KN_;HC_DP_FOO_MIN_G_KN_;HC_DP_FOO_MAX_G_KN_;HC_DP_FOO_CHARACTERISTIC_G_KN_;HC_DP_FOO_CHARACTERISTIC_OF_REG_LIMIT_;HC_LTO_TOTAL_MASS_G_;CO_EI_T_O_G_KG_;CO_EI_C_O_G_KG_;CO_EI_APP_G_KG_;CO_EI_IDLE_G_KG_;CO_NUMBER_TEST;CO_NUMBER_ENG;CO_DP_FOO_AVG_G_KN_;CO_DP_FOO_SIGMA_G_KN_;CO_DP_FOO_MIN_G_KN_;CO_DP_FOO_MAX_G_KN_;CO_DP_FOO_CHARACTERISTIC_G_KN_;CO_DP_FOO_CHARACTERISTIC_OF_REG_LIMIT_;CO_LTO_TOTAL_MASS_G_;NOX_EI_T_O_G_KG_;NOX_EI_C_O_G_KG_;NOX_EI_APP_G_KG_;NOX_EI_IDLE_G_KG_;NOX_NUMBER_TEST;NOX_NUMBER_ENG;NOX_DP_FOO_AVG_G_KN_;NOX_DP_FOO_SIGMA_G_KN_;NOX_DP_FOO_MIN_G_KN_;NOX_DP_FOO_MAX_G_KN_;NOX_DP_FOO_CHARACTERISTIC_G_KN_;NOX_DP_FOO_CHARACTERISTIC_OF_ORIGINAL_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_2_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_4_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_6_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_8_STANDARD_;NOX_LTO_TOTAL_MASS_G_;SN_T_O;SN_C_O;SN_APP;SN_IDLE;SN_NUMBER_TEST;SN_NUMBER_ENG;SN_MAX;SN_SIGMA;SN_RANGE_MIN;SN_RANGE_MAX;SN_CHARACTERISTIC;SN_CHARACTERISTIC_OF_REG_LIMIT_;FUEL_H_C_RATIO_MIN;FUEL_H_C_RATIO_MAX;FUEL_AROM_MIN_;FUEL_AROM_MAX_;FUEL_FLOW_T_O_KG_SEC_;FUEL_FLOW_C_O_KG_SEC_;FUEL_FLOW_APP_KG_SEC_;FUEL_FLOW_IDLE_KG_SEC_;FUEL_LTO_CYCLE_KG_;LOADS_POWER_EXTRACTION_KW_;AMBIENT_BARO_MIN_KPA_;AMBIENT_BARO_MAX_KPA_;AMBIENT_TEMP_MIN_K_;AMBIENT_TEMP_MAX_K_;HUMIDITY_MIN_KG_KG_;HUMIDITY_MAX_KG_KG_
79;20,0;10,7;35,5;130,3;0,04;0,02;0,04;0,25;4,0;2,0;0,33;0,04;0,28;0,37;0,43;2,2;43,0;0,27;0,23;2,21;20,3;4,0;2,0;24,26;1,21;22,82;25,46;27,64;23,4;3150,0;49,48;21,03;9,27;4,72;4,0;2,0;41,44;1,85;39,23;43,27;45,57;41,1;51,3;58,4;65,1;74,5;5396,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,3;1,9;1,9;16,5;16,5;0,946;0,777;0,261;0,094;352,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
80;20,0;10,7;35,5;130,3;0,04;0,02;0,04;0,25;4,0;2,0;0,33;0,04;0,28;0,37;0,43;2,2;43,0;0,27;0,23;2,21;20,3;4,0;2,0;24,26;1,21;22,82;25,46;27,64;23,4;3150,0;49,48;21,03;9,27;4,72;4,0;2,0;41,44;1,85;39,23;43,27;45,57;41,1;51,3;58,4;65,1;74,5;5396,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,3;1,9;1,9;16,5;16,5;0,946;0,777;0,261;0,094;352,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
81;20,0;11,1;33,3;120,6;0,02;0,02;0,04;0,29;4,0;2,0;0,38;0,05;0,33;0,43;0,49;2,5;46,0;0,24;0,26;2,65;21,63;4,0;2,0;27,04;1,35;25,41;28,38;30,81;26,1;3259,0;30,8;13,38;8,75;4,61;4,0;2,0;29,3;1,35;27,63;30,63;32,22;30,2;37,8;43,8;49,2;56,9;3535,0;1,3;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,1;1,9;1,9;16,5;16,5;0,861;0,71;0,244;0,091;330,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
82;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
83;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
85;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
86;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
87;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
88;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
89;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
90;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
91;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
92;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
94;17,0;10,5;38,6;143,1;0,05;0,02;0,04;0,22;4,0;2,0;0,28;0,03;0,23;0,31;0,35;1,8;40,0;0,3;0,23;1,86;18,69;4,0;2,0;20,71;1,03;19,48;21,71;23,58;20,0;2964,0;54,13;19,53;9,82;4,85;4,0;2,0;42,1;1,35;40,43;43,42;46,29;39,5;49,4;55,0;60,8;68,8;6024,0;1,105;1,17;1,31;1,25;4,0;2,0;1,6;0,15;1,47;1,82;1,88;8,8;1,9;1,9;16,5;16,5;1,058;0,864;0,282;0,096;376,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
96;20,0;11,1;33,3;120,6;0,02;0,02;0,04;0,29;4,0;2,0;0,38;0,05;0,33;0,43;0,49;2,5;46,0;0,24;0,26;2,65;21,63;4,0;2,0;27,04;1,35;25,41;28,38;30,81;26,1;3259,0;30,8;13,38;8,75;4,61;4,0;2,0;29,3;1,35;27,63;30,63;32,22;30,2;37,8;43,8;49,2;56,9;3535,0;1,3;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,1;1,9;1,9;16,5;16,5;0,861;0,71;0,244;0,091;330,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
97;20,0;10,5;38,5;143,1;0,05;0,02;0,04;0,21;4,0;2,0;0,27;0,04;0,23;0,31;0,36;1,9;39,0;0,3;0,24;1,79;18,68;4,0;2,0;21,1;1,05;19,88;22,16;24,07;20,4;3019,0;59,74;32,35;9,95;4,85;4,0;2,0;54,47;1,83;52,3;56,3;59,93;51,2;64,0;71,3;78,9;89,3;7795,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,5;1,9;1,9;16,5;16,5;1,062;0,869;0,284;0,098;380,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
98;20,0;11,1;33,3;120,6;0,02;0,02;0,04;0,29;4,0;2,0;0,38;0,05;0,33;0,43;0,49;2,5;46,0;0,24;0,26;2,65;21,63;4,0;2,0;27,04;1,35;25,41;28,38;30,81;26,1;3259,0;30,8;13,38;8,75;4,61;4,0;2,0;29,3;1,35;27,63;30,63;32,22;30,2;37,8;43,8;49,2;56,9;3535,0;1,3;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,1;1,9;1,9;16,5;16,5;0,861;0,71;0,244;0,091;330,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
99;20,0;10,7;35,5;130,3;0,04;0,02;0,04;0,25;4,0;2,0;0,33;0,04;0,28;0,37;0,43;2,2;43,0;0,27;0,23;2,21;20,3;4,0;2,0;24,26;1,21;22,82;25,46;27,64;23,4;3150,0;49,48;21,03;9,27;4,72;4,0;2,0;41,44;1,85;39,23;43,27;45,57;41,1;51,3;58,4;65,1;74,5;5396,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,3;1,9;1,9;16,5;16,5;0,946;0,777;0,261;0,094;352,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
100;20,0;10,7;35,5;130,3;0,04;0,02;0,04;0,25;4,0;2,0;0,33;0,04;0,28;0,37;0,43;2,2;43,0;0,27;0,23;2,21;20,3;4,0;2,0;24,26;1,21;22,82;25,46;27,64;23,4;3150,0;49,48;21,03;9,27;4,72;4,0;2,0;41,44;1,85;39,23;43,27;45,57;41,1;51,3;58,4;65,1;74,5;5396,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,3;1,9;1,9;16,5;16,5;0,946;0,777;0,261;0,094;352,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
102;20,0;11,1;33,3;120,6;0,02;0,02;0,04;0,29;4,0;2,0;0,38;0,05;0,33;0,43;0,49;2,5;46,0;0,24;0,26;2,65;21,63;4,0;2,0;27,04;1,35;25,41;28,38;30,81;26,1;3259,0;30,8;13,38;8,75;4,61;4,0;2,0;29,3;1,35;27,63;30,63;32,22;30,2;37,8;43,8;49,2;56,9;3535,0;1,3;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,1;1,9;1,9;16,5;16,5;0,861;0,71;0,244;0,091;330,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
103;11,0;5,3;25,6;107,6;0,02;0,03;0,06;2,3;7,0;3,0;3,51;0,45;3,01;3,88;4,09;20,9;377,0;0,18;0,15;3,68;34,71;7,0;3,0;54,38;2,8;51,2;56,4;58,8;49,8;5854,0;18,93;15,6;8,6;4,09;7,0;3,0;37,11;1,2;36,1;38,5;39,3;43,1;53,9;65,5;74,5;89,5;3996,0;12,1;8,7;2,1;2,1;7,0;3,0;12,07;3,4;8,3;14,7;13,28;57,2;1,92;1,93;16,2;17,5;1,086;0,895;0,308;0,103;398,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
105;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
107;8,0;5,5;31,3;137,9;0,04;0,02;0,05;1,22;7,0;3,0;1,6;0,27;1,31;1,85;1,87;9,5;221,0;0,45;0,23;2,33;26,72;7,0;3,0;35,32;2,1;32,9;36,9;38,2;32,4;4870,0;28,26;20,76;9,42;4,53;7,0;3,0;45,46;0,8;44,8;46,3;48,2;47,0;58,7;69,8;78,3;91,4;6268,0;15,5;13,1;2,1;2,1;7,0;3,0;15,5;5,7;8,9;19,2;17,1;78,9;1,92;1,93;16,2;17,5;1,385;1,107;0,358;0,111;463,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
112;8,0;5,5;30,2;133,4;0,03;0,02;0,05;1,37;7,0;3,0;1,8;0,29;1,48;2,06;2,1;10,7;240,0;0,38;0,2;2,53;27,92;7,0;3,0;37,35;2,2;34,9;39,0;40,4;34,2;4984,0;26,18;19,77;9,28;4,45;7,0;3,0;43,08;0,9;42,5;44,1;45,6;45,4;56,8;67,7;76,8;90,3;5749,0;14,9;12,9;2,1;2,1;7,0;3,0;14,9;5,5;8,6;18,3;16,4;75,0;1,92;1,93;16,2;17,5;1,318;1,063;0,347;0,109;448,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
135;8,0;5,9;24,2;103,6;0,02;0,03;0,07;3,01;7,0;3,0;4,36;0,49;3,81;4,74;5,09;26,0;452,0;0,16;0,17;4,42;38,8;7,0;3,0;58,34;2,8;55,2;60,2;63,1;53,5;6047,0;17,54;14,76;8,26;3,92;7,0;3,0;32,58;1,1;31,6;33,8;34,5;39,0;48,8;59,8;67,9;82,2;3377,0;11,2;8,4;2,1;2,1;7,0;3,0;11,2;2,5;8,3;12,9;12,3;52,5;1,92;1,93;16,2;17,5;0,956;0,793;0,278;0,095;359,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
137;8,0;6,0;22,7;96,1;0,03;0,03;0,08;3,76;7,0;3,0;5,66;0,57;5,01;6,06;6,61;33,7;544,0;0,15;0,21;5,12;42,82;7,0;3,0;67,11;2,9;63,7;68,8;72,6;61,5;6448,0;16,1;13,79;7,96;3,77;7,0;3,0;30,71;1,0;29,7;31,8;32,5;38,1;47,6;58,7;66,8;81,6;2950,0;9,7;7,0;2,1;2,1;7,0;3,0;9,7;2,1;8,0;12,1;10,7;44,7;1,92;1,93;16,2;17,5;0,875;0,727;0,26;0,091;338,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
139;8,0;5,7;27,3;120,1;0,02;0,02;0,05;1,92;7,0;3,0;2,61;0,36;2,21;2,93;3,05;15,6;314,0;0,25;0,16;3,24;32,07;7,0;3,0;44,84;2,4;42,0;46,6;48,5;41,1;5386,0;21,57;17,23;8,85;4,22;7,0;3,0;37,56;1,1;36,8;38,8;39,8;42,1;52,6;63,5;72,2;85,9;4511,0;13,4;9,9;2,1;2,1;7,0;3,0;13,4;4,5;8,4;16,9;14,7;65,3;1,92;1,93;16,2;17,5;1,142;0,939;0,316;0,102;407,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
145;8,0;6,0;23,1;97,9;0,03;0,03;0,08;3,55;7,0;3,0;5,31;0,55;4,68;5,7;6,2;31,6;520,0;0,15;0,2;4,94;41,77;7,0;3,0;64,82;2,9;61,5;66,5;70,1;59,4;6343,0;16,42;14,01;8,03;3,81;7,0;3,0;31,13;1,1;30,1;32,2;33,0;38,3;47,9;59,0;67,0;81,7;3047,0;9,7;8,0;2,1;2,1;7,0;3,0;9,7;2,1;8,0;12,1;10,7;44,9;1,92;1,93;16,2;17,5;0,894;0,743;0,264;0,092;343,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
147;8,0;5,7;27,3;120,1;0,02;0,02;0,05;1,92;7,0;3,0;2,61;0,36;2,21;2,93;3,05;15,6;314,0;0,25;0,16;3,24;32,07;7,0;3,0;44,84;2,4;42,0;46,6;48,5;41,1;5386,0;21,57;17,23;8,85;4,22;7,0;3,0;37,56;1,1;36,6;38,8;39,8;42,1;52,6;63,5;72,2;85,9;4511,0;13,4;9,9;2,1;2,1;7,0;3,0;13,4;4,5;8,4;16,9;14,7;65,3;1,92;1,93;16,2;17,5;1,142;0,939;0,316;0,102;407,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
149;8,0;5,9;24,3;104,5;0,02;0,03;0,07;2,93;7,0;3,0;4,24;0,48;3,7;4,61;4,95;25,3;440,0;0,17;0,17;4,35;38,39;7,0;3,0;57,45;2,7;54,3;59,3;62,1;52,6;5912,0;17,73;14,88;8,29;3,94;7,0;3,0;32,81;1,1;31,8;34,0;34,8;39,3;49,1;60,1;68,3;82,7;3363,0;11,3;8,4;2,1;2,1;7,0;3,0;11,3;2,6;8,3;12,9;12,4;53,0;1,92;1,93;16,2;17,5;0,965;0,8;0,279;0,095;361,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
204;2,0;5,1;31,79;267,03;0,07;0,08;0,19;9,74;3,0;2,0;11,4;1,19;10,37;12,53;14,8;75,5;3041,0;0,52;0,52;1,92;43,89;3,0;2,0;52,18;2,8;49,76;54,85;59,5;50,4;13931,0;32,16;23,09;9,06;3,75;3,0;2,0;45,43;1,98;43,9;47,85;50,0;48,3;60,3;70,8;79,9;93,1;12134,0;8,2;5,4;2,3;3,4;3,0;2,0;8,2;1,4;6,3;8,9;9,6;53,1;1,94;1,94;15,3;15,3;2,54;2,02;0,64;0,2;834,0;0,0;97,4;97,82;287,0;296,0;0,0084;0,014
762;11,0;3,26;15,88;61,6;0,03;0,05;0,65;1,49;5,0;3,0;4,465;1,308;2,57;5,62;5,2;26,6;275,0;0,5;0,95;2,89;24,4;5,0;3,0;66,9;11,5;59,55;82,67;72,4;61,3;4123,0;19,3;15,4;5,31;2,53;5,0;3,0;40,58;0,9;39,5;41,7;43,0;59,9;74,9;85,7;91,2;105,1;2500,0;4,39;3,46;0,46;0,21;5,0;3,0;4,7;0,59;3,67;5,2;5,2;19,1;1,946;1,946;17,1;17,1;0,731;0,604;0,215;0,102;321,0;0,0;99,9;102,0;281,4;292,5;0,00475;0,00587
791;8,0;7,5;35,19;251,9;0,02;0,01;0,04;0,14;7,0;3,0;0,2;0,17;0,1;0,4;0,3;1,5;60,0;0,18;0,44;0,66;10,5;7,0;3,0;15,8;1,2;14,6;16,9;17,0;14,4;3979,0;40,55;30,98;11,37;5,96;7,0;3,0;57,3;1,48;55,9;58,8;60,7;55,0;68,7;78,4;87,5;100,3;14444,0;4,29;4,15;1,95;0,91;7,0;3,0;4,9;2,97;2,8;8,4;5,4;29,3;1,97;1,97;17,4;17,4;2,11;1,73;0,6;0,23;820,0;0,0;100,04;102,91;275,5;280,3;0,0038;0,0062
808;18,0;8,41;38,68;345,9;0,01;0,11;0,07;0,04;6,0;3,0;0,17;0,05;0,13;0,24;0,2;1,0;60,0;0,32;0,31;1,1;13,0;6,0;3,0;16,06;1,69;14,64;17,93;17,37;14,7;5557,0;39,78;30,36;12,23;5,51;6,0;3,0;51,16;1,92;49,39;53,2;54,19;46,2;57,7;64,2;71,0;80,3;17699,0;6,1;6,4;3,2;0,6;6,0;3,0;7,1;2,7;5,2;9,0;8,3;49,4;1,88;1,88;18,2;18,2;2,672;2,21;0,735;0,258;983,0;0,0;99,7;101,9;276,6;286,7;0,00243;0,01133
809;18,0;8,45;38,0;338,7;0,02;0,12;0,08;0,04;6,0;3,0;0,19;0,06;0,13;0,26;0,22;1,1;65,0;0,32;0,31;1,16;13,38;6,0;3,0;16,68;1,76;15,2;18,62;18,04;15,3;5650,0;38,29;29,42;12,09;5,44;6,0;3,0;49,67;1,89;47,9;51,66;52,61;45,4;56,7;63,4;70,2;79,6;16826,0;6,1;6,4;3,0;0,6;6,0;3,0;7,1;2,7;5,2;9,0;8,3;49,1;1,88;1,88;18,2;18,2;2,605;2,157;0,72;0,255;965,0;0,0;99,7;101,9;276,6;286,7;0,00243;0,01133
810;18,0;8,41;38,68;345,9;0,01;0,11;0,07;0,04;6,0;3,0;0,17;0,05;0,13;0,24;0,2;1,0;60,0;0,32;0,31;1,1;13,0;6,0;3,0;16,06;1,69;14,64;17,93;17,37;14,7;5557,0;39,78;30,36;12,23;5,51;6,0;3,0;51,16;1,92;49,39;53,2;54,19;46,2;57,7;64,2;71,0;80,3;17699,0;6,1;6,4;3,2;0,6;6,0;3,0;7,1;2,7;5,2;9,0;8,3;49,4;1,88;1,88;18,2;18,2;2,672;2,21;0,735;0,258;983,0;0,0;99,7;101,9;276,6;286,7;0,00243;0,01133
811;18,0;8,41;38,68;345,9;0,01;0,11;0,07;0,04;6,0;3,0;0,17;0,05;0,13;0,24;0,2;1,0;60,0;0,32;0,31;1,1;13,0;6,0;3,0;16,06;1,69;14,64;17,93;17,37;14,7;5557,0;39,78;30,36;12,23;5,51;6,0;3,0;51,16;1,92;49,39;53,2;54,19;46,2;57,7;64,2;71,0;80,3;17699,0;6,1;6,4;3,2;0,6;6,0;3,0;7,1;2,7;5,2;9,0;8,3;49,4;1,88;1,88;18,2;18,2;2,672;2,21;0,735;0,258;983,0;0,0;99,7;101,9;276,6;286,7;0,00243;0,01133
817;18,0;8,41;38,68;345,9;0,01;0,11;0,07;0,04;6,0;3,0;0,17;0,05;0,13;0,24;0,2;1,0;60,0;0,32;0,31;1,1;13,0;6,0;3,0;16,06;1,69;14,64;17,93;17,37;14,7;5557,0;39,78;30,36;12,23;5,51;6,0;3,0;51,16;1,92;49,39;53,2;54,19;46,2;57,7;64,2;71,0;80,3;17699,0;6,1;6,4;3,2;0,6;6,0;3,0;7,1;2,7;5,2;9,0;8,3;49,4;1,88;1,88;18,2;18,2;2,672;2,21;0,735;0,258;983,0;0,0;99,7;101,9;276,6;286,7;0,00243;0,01133
825;18,0;8,45;38,0;338,7;0,02;0,12;0,08;0,04;6,0;3,0;0,19;0,06;0,13;0,26;0,22;1,1;65,0;0,32;0,31;1,16;13,38;6,0;3,0;16,68;1,76;15,2;18,62;18,04;15,3;5650,0;38,29;29,42;12,09;5,44;6,0;3,0;49,67;1,89;47,9;51,66;52,61;45,4;56,7;63,4;70,2;79,6;16826,0;6,1;6,4;3,0;0,6;6,0;3,0;7,1;2,7;5,2;9,0;8,3;49,1;1,88;1,88;18,2;18,2;2,605;2,157;0,72;0,255;965,0;0,0;99,7;101,9;276,6;286,7;0,00243;0,01133
